"","X","ID","participantcode","participantlabel","participanttime_started","player","playerrandom_belief","belief","playerbenchmark_belief","belief_payoff","game_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","payoff","groupid_in_subsession","grouprandom_game","accept","offer","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group","payoff_tr","payoff_profile","a_high","b_high","inequity_default","direct","final_payoff"
"86",152,"20_2_D1_II","yprqurqm","pc5","2017-02-20 14:37:25.384331+00:00",2,NA,0.8,1,2,0,0,NA,NA,6,10,0.89,1,0,1,5,"95lqqwx8",9,0,21,"italiano","liceo scientifico","studente","cles",3,4,5,"Aumentare il guadagno del giocatore due nel caso in cui accetti l'offerta del giocatore 1, in maniera tale che il ""costo"" di non essere razionale e di ""vendicarsi"" sul giocatore 1 sia maggiore","Ho deciso di punire l'egoismo del giocatore 1 che ha scelto di non accontentarsi degli 8â‚¬ cercandone di guadagnare 14.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,17,17,21,27,20,10,5,5,20,7,8,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,2,2,1,4,1,1,3,3,2,3,1,2,4,4,2,3,1,4,2,3,2,3,3,4,1,3,1,1,2,3,3,3,3,4,3,3,2,3,2,4,NA,11,10,NA,NA,NA,60,42,44,48,48,44,48,46,52,50,50,62,2,76,0,1,0,0,0,1,2
"87",153,"20_2_D1_II","mstm3en0","pc7","2017-02-20 14:37:40.676296+00:00",1,NA,0.63,56,10,0,0,9,5,4,11,0.2157,1,0,1,5,"95lqqwx8",9,0,22,"Italiana","Liceo Scientifico","Studente","BIEF - Economics",3,5,5,"","Da giocatore 1 ho scelto l'offerta B, contando sulla razionalitÃ  del giocatore 2.  Ho stimato una percentuale del 63% immaginando che poco piÃ¹ della metÃ  dei partecipanti avrebbe accettato l'opzione due.",1,5,7,3,6,5,2,2,4,5,6,2,7,5,6,4,3.5,5.75,6,2.25,4,4,3,5,4,3,3,1,1,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,8,NA,6,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,0,1,0,0,0,1,0
"88",154,"20_2_D1_II","xlcnz76x","pc10","2017-02-20 14:37:31.658002+00:00",2,NA,0.5,1,2,0,0,NA,NA,4,11,0.2157,1,0,1,5,"95lqqwx8",9,1,19,"Italiana","Diploma","studente","Cleam",1,5,3,"","La mia previsione Ã¨ stata  presa perchÃ¨ credevo che ci sarebbero state piÃ¹ offerte A. Non mi Ã¨ sembrato giusto accettare l'offerta perchÃ¨ per 2 euro non ci valeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,27,23,13,21,48,14,20,14,31,13,10,4,2,2,4,1,2,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,4,4,3,4,3,1,1,4,4,4,3,3,3,3,2,4,4,1,2,1,1,4,1,4,2,2,1,3,2,4,1,4,2,4,8,NA,16,22,NA,NA,NA,76,82,76,84,72,52,70,68,76,62,34,52,2,77,0,1,0,0,0,1,0
"89",177,"16_2_S2","57fmm3r2","pc10","2017-02-16 08:38:43.294173+00:00",1,NA,0.6,9,2,8,11,NA,NA,6,1,0.8472,1,0,4,10,"boe0nxlk",1,0,20,"Italiana","Diploma maturitÃ ","Studente","CLES",2,5,3,"No, nessuno","Ho preferito una somma certa ad un'altra solamentye possibile.   Pensavo perÃ² che meno giocatori avrebbero accettato l'offerta B, in quanto vi Ã¨ maggiore squilibrio tra i guadagni dei due membri di ciascuna coppia.",6,7,7,3,5,6,3,1,6,7,6,2,7,5,6,4,5.25,6,6.75,2.25,5,5,4,5,5,5,3,3,1,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,NA,30,NA,NA,3.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,89,1,2,0,1,1,0,2
"90",178,"16_2_S2","wnurangu","pc17","2017-02-16 08:37:09.217676+00:00",2,NA,0.4,3,2,11,8,NA,NA,6,1,0.8472,1,0,4,10,"boe0nxlk",1,0,20,"Italiana","MaturitÃ ","Studente","BIG",2,5,5,"","Essendo il giocatore 2, ho preferito accettare e avere un guadagno minimo sicuro piuttosto che rischiare di prendere 0. Per quanto riguarda la previsione, ho pensato che il numero di giocatori 1 che avrebbero avuto paura di rischiare - facendo l'offerta B- sarebbe stato piuttosto alto in  quanto il rischio reale di finire 0,0 era piuttosto basso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,16,20,21,24,22,10,6,6,12,4,6,2,2,2,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,3,3,2,3,2,3,1,3,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,3,3,3,2,3,3,10,NA,4,6,NA,NA,NA,60,46,46,50,36,38,34,50,50,56,50,56,3,89,1,2,0,1,1,0,2
"91",179,"16_2_S2","0apqxf3s","pc19","2017-02-16 08:37:20.015671+00:00",1,NA,0.7,9,2,14,2,NA,NA,18,2,0.0363,0,1,4,10,"boe0nxlk",1,0,20,"Italiana","MaturitÃ  Scientifica","Studente","International Economics and Finance",2,5,5,"Se il minimo payoff fosse stato maggiore di due, molti piu giocatori 2 avrebbero rifiutato.","Il giocatore due preferisce ricevere 2 rispetto a 0, pertanto da giocatore 1 ho selezionato la strategia B.",5,7,5,1,7,7,4,7,5,6,7,4,7,6,5,7,5.75,6.5,6.25,4,5,5,5,5,5,4,5,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,NA,7,NA,NA,4.46153831481934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,90,1,2,0,1,1,0,14
"92",180,"16_2_S2","vl6lo9pq","pc9","2017-02-16 08:38:48.009462+00:00",2,NA,0,4,2,2,14,NA,NA,6,2,0.0363,0,1,4,10,"boe0nxlk",1,0,20,"Italiana","Diploma Liceo","Studente","UniversitÃ  Bocconi - Economia e Management",1,5,5,"","Pensavo che i giocatori 1 avrebbero provato a prendere il massimo seppur rischiando.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,17,18,16,20,23,9,8,6,24,9,12,1,2,1,1,1,2,2,1,3,3,1,2,1,1,1,1,2,3,1,4,3,2,4,1,3,3,1,1,3,2,4,2,1,2,2,4,2,1,4,3,1,2,1,3,3,2,2,4,3,2,1,2,3,4,2,1,2,18,NA,12,12,NA,NA,NA,56,50,46,52,56,58,56,56,52,52,38,48,3,90,1,2,0,1,1,0,2
"93",181,"16_2_S2","1s477zm0","pc5","2017-02-16 08:38:34.654895+00:00",1,NA,1,10,10,0,0,NA,NA,14,3,0.7314,0,1,4,10,"boe0nxlk",1,0,23,"italiana","laurea triennale","studente","Discipline Economiche e sociali",5,5,5,"","Per backward induction ho ipotizzato che il Giocatore 2 avrebbe in ogni caso accettato l'offerta B qualora gli fosse stata proposta; per tal ragione ho scelto di proporre l'offerta B dato il payoff maggiore per il giocatore 1",2,2,7,1,1,7,3,1,5,7,6,1,5,6,6,4,4.25,3.75,6.5,1.5,5,5,5,5,5,5,4,1,1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,21,NA,19,NA,NA,4.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,91,1,2,0,1,1,0,10
"94",182,"16_2_S2","q05u6pbu","pc26","2017-02-16 08:37:53.574034+00:00",2,NA,0.7,4,2,0,0,NA,NA,6,3,0.7314,0,1,4,10,"boe0nxlk",1,0,19,"Italiana","Diploma di Liceo Scientifico","Studente","CLEAM",1,4,4,"No","Per quanto riguarda la previsione ho pensato che la maggior parte dei partecipanti nel ruolo di giocatore 1 avrebbe preferito ricevere 3 Euro in meno rispetto ai giocatori 2 piuttosto che rischiare di non guadagnare nulla azzardando sulla proposta B che, anche in caso venisse accettata dal giocatore 2, garantirebbe un guadagno appena superiore al guadagno che avrebbe avuto facendo la scelta 1. Invece per quanto riguarda la mia risposta sull'accettare o meno la proposta B in caso mi venisse offerta, preferisco non guadagnare nulla piuttosto che far guadagnare una cifra del 600% superiore alla mia al mio opponente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,21,17,14,15,32,10,11,11,35,12,16,1,3,3,2,3,2,3,2,4,1,1,3,1,2,1,3,4,2,4,4,3,4,4,3,4,2,3,1,1,1,4,2,3,2,1,2,2,2,2,2,1,3,1,3,1,3,4,2,3,2,3,1,3,2,3,2,3,12,NA,15,13,NA,NA,NA,56,54,54,56,66,72,72,60,58,48,38,42,3,91,1,2,0,1,1,0,2
"95",183,"16_2_S2","s9xbwd3u","pc4","2017-02-16 08:38:30.614517+00:00",2,NA,0.4,4,10,2,14,NA,NA,14,4,0.6686,1,0,4,10,"boe0nxlk",1,1,19,"Italiana","MaturitÃ ","Studente","BIEF",2,5,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,16,17,18,21,15,5,5,5,19,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,3,3,2,3,2,3,3,3,1,2,1,2,3,2,3,3,3,3,2,3,2,1,2,3,2,3,2,2,2,2,1,2,2,14,NA,6,5,NA,NA,NA,42,40,44,40,46,52,46,50,48,48,46,52,3,92,1,2,0,1,1,0,10
"96",184,"16_2_S2","xyrtgvzd","pc11","2017-02-16 08:39:07.241640+00:00",1,NA,0.7,9,2,14,2,NA,NA,6,4,0.6686,1,0,4,10,"boe0nxlk",1,1,20,"italiana","diploma","studentessa","CLEAM",3,5,4,"","ho stimato tutti i possibili esiti, considerando sia la possibilitÃ  del pagamento per il gioco che quella del pagamento per la previsione, e scelto l'offerta considerando anche quello che ritenevo avrebbero fatto gli altri partecipanti",4,7,7,5,4,7,4,7,6,6,5,3,5,3,4,3,4,5,6.25,4.75,3,2,2,5,3,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,32,NA,190,NA,NA,2.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,92,1,2,0,1,1,0,2
"97",185,"16_2_S2","4mwxyhyj","pc22","2017-02-16 08:37:30.660711+00:00",1,NA,0.8,9,2,14,2,NA,NA,18,5,0.2934,1,0,4,10,"boe0nxlk",1,1,19,"Italiana","Diploma","Studentessa","Bachelor of International Politics and Government",2,5,3,"Potrebbe essere interessante ripetere il gioco tra i due giocatori una seconda volta per osservare le scelte dei giocatori in un ""secondo round"".","Ho pensato che la probabilitÃ  che il giocatore 2 scegliesse di accettare l'offerta B fosse molto alta. Questo perchÃ© accettare Ã¨ l'alternativa piÃ¹ conveniente (tra 2 e 0, Ã¨ meglio ottenere 2).",6,7,6,3,5,6,3,2,7,5,5,3,6,6,5,5,6,5.5,5.75,2.75,5,4,4,5,4,4,4,2,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,NA,19,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,93,1,2,0,1,1,0,14
"98",186,"16_2_S2","tap3jaat","pc6","2017-02-16 08:38:58.844968+00:00",2,NA,0,4,2,2,14,NA,NA,6,5,0.2934,1,0,4,10,"boe0nxlk",1,1,20,"Italiana","MaturitÃ  scientifica","Studente","Cleam",2,5,5,"Pay off piÃ¹ elevati per il giocatore 2","Ho pensato come si sarebbero comportati gli altri giocatori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,23,16,22,29,15,5,5,5,32,12,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,3,3,4,1,4,4,3,4,2,2,3,3,3,4,2,4,1,2,3,3,1,3,4,3,3,4,3,4,1,4,4,4,2,3,1,4,3,8,NA,9,31,NA,NA,NA,42,44,46,42,74,74,74,48,72,46,52,66,3,93,1,2,0,1,1,0,2
"99",187,"16_2_S2","84fyqdua","pc3","2017-02-16 08:38:25.674157+00:00",2,NA,0,4,2,2,14,NA,NA,6,6,0.6876,0,0,4,10,"boe0nxlk",1,0,24,"Italiana","Laurea Triennale","Studente","Economics",5,5,3,"","Non era razionale pensare che le persone rifiutassero l'offerta B. Quindi se tutti avessero agito in maniera razionale tutti i giocatori 1 avrebbero scelto l'Offerta B. Cosa che non Ã¨ accaduta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15,22,21,22,19,7,7,5,25,9,11,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,4,3,3,2,4,3,1,2,3,2,2,4,3,2,4,3,2,1,2,3,3,1,3,2,3,1,2,2,1,3,3,3,4,2,3,3,3,3,3,2,2,NA,6,7,NA,NA,NA,50,48,44,46,56,54,58,52,46,60,50,52,3,94,1,2,0,1,1,0,2
"100",188,"16_2_S2","h8n76emj","pc2","2017-02-16 08:38:20.219181+00:00",1,NA,1,9,2,14,2,NA,NA,6,6,0.6876,0,0,4,10,"boe0nxlk",1,0,20,"italiana","MaturitÃ  Liceo Classico","studente","Economia e scienze sociali",2,5,5,"A mio parere sarebbe interessante andare a studiare anche i comportamenti dei giocatori 1 e 2 in una seconda lotteria, dopo aver preso visione della prima e dei relativi payoff.","Ho scelto l'offerta B in quanto ero confidente che tutti i giocatori 2 avrebbero preferito un beneficio marginale (2 euro) a quello nullo",6,7,5,2,3,5,2,1,7,7,7,1,4,5,6,6,6,5.75,5.25,1.5,5,4,5,5,5,4,5,2,3,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20,NA,34,NA,NA,4.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,94,1,2,0,1,1,0,2
"101",189,"16_2_S2","9wxr8hf8","pc8","2017-02-16 08:38:51.736298+00:00",1,NA,0.9,9,10,14,2,NA,NA,14,7,0.6844,0,0,4,10,"boe0nxlk",1,1,21,"Italiana","Laurea Triennale in Finanza","Studentessa","Master of science in Innovation and Technology",1,3,5,"non Ã¨ specificato che il gioco Ã¨ one-shot.","Secondo l'equilibrio Bertrand-Nash, il giocatore 2 preferiva accettare 2â‚¬ piuttosto che 0â‚¬. La mia utility Ã¨ maggiore nel caso dell'offerta B.  Per quanto riguarda la previsione, sarebbe stato ottimale che tutti e 10 avssero accettato l'offerta B, ma c'Ã¨ sempre un outlier, in realtÃ  ero indecisa tra 8 e 9.",6,6,7,5,4,6,6,2,7,5,5,2,6,6,6,3,5.5,5.25,6,3.75,3,4,4,5,3,4,4,3,3,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,34,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,95,1,2,0,1,1,0,10
"102",190,"16_2_S2","qotk0xsb","pc16","2017-02-16 08:37:05.125744+00:00",2,NA,0.4,4,10,2,14,NA,NA,14,7,0.6844,0,0,4,10,"boe0nxlk",1,0,19,"italiana","diploma","nessuna","cleam",1,5,5,"esperimento davvero interessante, nulla da migliorare.","se il giocatore 1 avesse scelto B io ho accettato per guadagnare almeno 2 euro anzichÃ¨ 0 euro. Sinceramente pensavo che il giocatore 1 avesse scelto A  perchÃ¨ se avesse scelto B si aspettava che io rifiutassi , e quindi sarebbe stato meglio A dato che gli assicurava un pagamento di 8 euro, anzichÃ¨ di 0 euro conseguente al mio rifiuto dell'offerta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,18,26,23,24,25,6,11,8,26,7,14,1,2,1,1,1,1,4,1,1,1,1,1,4,1,4,2,1,2,4,3,2,4,4,1,3,4,2,3,4,2,4,3,4,4,1,3,1,4,4,3,3,3,1,4,4,1,1,3,3,2,1,2,3,4,4,3,4,20,NA,30,6,NA,NA,NA,44,54,48,50,48,64,58,50,50,68,56,60,3,95,1,2,0,1,1,0,10
"103",191,"16_2_S2","2dtv5r8f","pc23","2017-02-16 08:37:26.775698+00:00",2,NA,0,3,2,11,8,NA,NA,6,8,0.9545,1,1,4,10,"boe0nxlk",1,0,23,"Italiana","Laurea Magistrale","Studente","EMIT",2017,5,5,"","Ipotizzando un comportamento egoista del giocatore 1  [massimizzando il suo pay off del gioco, senza pensare ai pay off della previsione]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,16,28,31,22,9,8,5,14,5,7,2,3,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,4,2,3,3,4,2,4,1,4,1,4,2,4,2,4,4,4,1,4,1,1,1,4,1,4,1,4,2,4,1,4,2,22,NA,23,61,NA,NA,NA,56,50,44,50,40,40,38,32,38,48,64,70,3,96,1,2,0,1,1,0,2
"104",192,"16_2_S2","d0l07wym","pc25","2017-02-16 08:37:49.736734+00:00",1,NA,0.9,9,10,8,11,NA,NA,14,8,0.9545,1,1,4,10,"boe0nxlk",1,1,20,"Italiana","Diploma di liceo classico","Studentessa","CLEAM",2,5,4,"","Non sono un'amante del rischio, dunque ho optato per l'opzione che mi avrebbe assicurato in ogni caso un guadagno.",7,7,7,2,7,7,2,3,7,7,6,4,7,7,7,6,6.75,6.75,7,2.75,4,4,4,5,5,4,4,1,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,28,NA,NA,3.38461542129517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,96,1,2,0,1,1,0,10
"105",193,"16_2_S2","ixshr9d7","pc1","2017-02-16 08:38:16.230279+00:00",1,NA,1,9,2,14,2,NA,NA,6,9,0.7925,0,0,4,10,"boe0nxlk",1,0,20,"italiana","diploma di maturitÃ  scientifica","studente universitario","CLEF",2,5,5,"Il gioco Ã¨ molto chiaro e non credo servano miglioramenti","Ho scelto di proporre l'offerta B al giocatore 2 poichÃ¨ ad un livello di probabilitÃ  molto alto ero sicuro che avrebbe accettato l'offerta. Infatti un guadagno di 2 euro Ã¨ sicuramente piÃ¹ efficiente rispetto al non guadagnare nulla e i risultati hanno confermato le mie aspettative.",6,3,7,1,2,6,3,1,7,4,7,1,5,3,2,5,5.25,3.5,5.5,1.5,3,4,3,5,4,4,3,1,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,NA,7,NA,NA,3.30769228935242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,97,1,2,0,1,1,0,2
"106",194,"16_2_S2","qvbx751w","pc20","2017-02-16 08:37:40.202808+00:00",2,NA,0.6,4,2,2,14,NA,NA,6,9,0.7925,0,0,4,10,"boe0nxlk",1,1,19,"Italiana","Licenza superiore","studentessa","CLEF",1,5,4,"","Essendo il giocatore 2, ho accettato l'offerta B perchÃ¨ 2>0.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,18,21,24,29,21,8,7,6,15,5,8,1,2,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,2,2,3,1,1,1,1,2,3,1,3,3,3,4,4,3,2,1,3,4,4,4,4,3,4,1,3,2,1,3,4,3,4,2,4,1,4,2,4,2,16,NA,4,12,NA,NA,NA,52,46,48,48,38,44,38,42,54,58,58,68,3,97,1,2,0,1,1,0,2
"107",195,"16_2_S2","oot5qwa7","pc24","2017-02-16 08:37:45.794697+00:00",1,NA,0.8,9,2,8,11,NA,NA,6,10,0.9999,1,0,4,10,"boe0nxlk",1,0,21,"italiana","diploma di maturitÃ  scientifica","studente","CLES",3,4,3,"","Per la scelta dell'offerta, cnsiderando che i payoff erano relativamente simili, ho considerato il valore atteso basamdomi sulla mia previsione per ogni offerta e il mio premio al rischio.   Per la previsione, ho considerato gli incentivi sulla scelta del giocatore 2 e ho ridotto di uno considerando una possibile distorsione",7,2,7,1,5,3,2,6,7,7,5,5,7,7,1,5,6.5,3.25,6,3.5,3,4,4,5,4,4,2,3,5,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,97,NA,51,NA,NA,3.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,2,0,1,1,0,2
